scenario,sample_index,request_certificate_serialize_latency_us
high_speed_delayed_motion,93,564.79200000000003
high_speed_delayed_motion,94,582.45899999999995
high_speed_delayed_motion,95,585.04200000000003
high_speed_delayed_motion,96,582.95799999999997
high_speed_delayed_motion,97,583.45799999999997
high_speed_delayed_motion,98,603.79200000000003
high_speed_delayed_motion,99,588.95799999999997
high_speed_delayed_motion,100,589.875
high_speed_delayed_motion,101,566.79200000000003
high_speed_delayed_motion,102,615.58299999999997
high_speed_delayed_motion,103,604.58299999999997
high_speed_delayed_motion,104,596.29200000000003
high_speed_delayed_motion,105,599.08299999999997
high_speed_delayed_motion,106,645.29200000000003
high_speed_delayed_motion,107,626.70799999999997
high_speed_delayed_motion,108,603.95799999999997
high_speed_delayed_motion,109,620.91600000000005
high_speed_delayed_motion,110,644.125
high_speed_delayed_motion,111,624.5
high_speed_delayed_motion,112,657.45799999999997
high_speed_delayed_motion,113,628.625
high_speed_delayed_motion,114,615.04100000000005
high_speed_delayed_motion,115,590.41700000000003
high_speed_delayed_motion,116,595.75
high_speed_delayed_motion,117,637.79200000000003
high_speed_delayed_motion,118,652.5
high_speed_delayed_motion,119,681.25
high_speed_delayed_motion,120,643.875
high_speed_delayed_motion,121,687.625
high_speed_delayed_motion,122,695.75
high_speed_delayed_motion,123,659.54200000000003
high_speed_delayed_motion,124,652.75
high_speed_delayed_motion,125,647.20799999999997
high_speed_delayed_motion,126,625.70799999999997
high_speed_delayed_motion,127,688.83399999999995
high_speed_delayed_motion,128,689.83399999999995
high_speed_delayed_motion,129,700.04200000000003
high_speed_delayed_motion,130,681.70899999999995
high_speed_delayed_motion,131,721.66700000000003
high_speed_delayed_motion,132,689.29200000000003
high_speed_delayed_motion,133,684.54200000000003
high_speed_delayed_motion,134,697.79200000000003
high_speed_delayed_motion,135,684.29200000000003
high_speed_delayed_motion,136,678.75
high_speed_delayed_motion,137,690.29100000000005
high_speed_delayed_motion,138,692.875
high_speed_delayed_motion,139,667.29200000000003
high_speed_delayed_motion,140,739.25
high_speed_delayed_motion,141,740.20899999999995
high_speed_delayed_motion,142,740.875
high_speed_delayed_motion,143,763.875
high_speed_delayed_motion,144,745.33299999999997
high_speed_delayed_motion,145,766.08299999999997
high_speed_delayed_motion,146,745.625
high_speed_delayed_motion,147,747.5
high_speed_delayed_motion,148,731.125
high_speed_delayed_motion,149,762.04200000000003
high_speed_delayed_motion,150,764.16700000000003
high_speed_delayed_motion,151,776.33399999999995
high_speed_delayed_motion,152,766.58299999999997
high_speed_delayed_motion,153,767.875
high_speed_delayed_motion,154,789
high_speed_delayed_motion,155,791.20799999999997
high_speed_delayed_motion,156,787.875
high_speed_delayed_motion,157,764.54200000000003
high_speed_delayed_motion,158,743.20799999999997
high_speed_delayed_motion,159,799.25
high_speed_delayed_motion,160,792.66700000000003
high_speed_delayed_motion,161,790.875
high_speed_delayed_motion,162,782.29200000000003
high_speed_delayed_motion,163,828.70899999999995
high_speed_delayed_motion,164,836.83299999999997
high_speed_delayed_motion,165,846.25
high_speed_delayed_motion,166,811.04200000000003
high_speed_delayed_motion,167,802.625
high_speed_delayed_motion,168,823.70799999999997
high_speed_delayed_motion,169,823.625
high_speed_delayed_motion,170,805.625
high_speed_delayed_motion,171,844.625
high_speed_delayed_motion,172,843.29200000000003
high_speed_delayed_motion,173,825.79100000000005
high_speed_delayed_motion,174,854
high_speed_delayed_motion,175,826.125
high_speed_delayed_motion,176,836.66600000000005
high_speed_delayed_motion,177,829.45899999999995
high_speed_delayed_motion,178,745.25
high_speed_delayed_motion,179,709.375
high_speed_delayed_motion,180,726.33299999999997
high_speed_delayed_motion,181,879.79200000000003
high_speed_delayed_motion,182,890.79100000000005
high_speed_delayed_motion,183,878.25
high_speed_delayed_motion,184,866.41700000000003
high_speed_delayed_motion,185,898.45799999999997
high_speed_delayed_motion,186,873.04200000000003
high_speed_delayed_motion,187,920.83399999999995
high_speed_delayed_motion,188,868.125
high_speed_delayed_motion,189,929.54200000000003
high_speed_delayed_motion,190,921.95799999999997
high_speed_delayed_motion,191,931.95799999999997
high_speed_delayed_motion,192,902.375
high_speed_delayed_motion,193,919.95799999999997
high_speed_delayed_motion,194,903.125
high_speed_delayed_motion,195,920.08399999999995
high_speed_delayed_motion,196,906.95799999999997
high_speed_delayed_motion,197,913.58299999999997
high_speed_delayed_motion,198,933.70799999999997
high_speed_delayed_motion,199,915
